Дата,Значение
20/11/18 - Мин,112370.0000000
20/11/18 - Мин,112360.0000000
20/11/18 - Мин,112380.0000000
20/11/18 - Мин,112370.0000000
20/11/18 - Мин,112320.0000000
20/11/18 - Мин,112300.0000000
20/11/18 - Мин,112320.0000000
20/11/18 - Мин,112300.0000000
20/11/18 - Мин,112320.0000000
20/11/18 - Мин,112380.0000000
20/11/18 - Мин,112440.0000000
20/11/18 - Мин,112420.0000000
20/11/18 - Мин,112450.0000000
20/11/18 - Мин,112420.0000000
20/11/18 - Мин,112410.0000000
20/11/18 - Мин,112410.0000000
20/11/18 - Мин,112360.0000000
20/11/18 - Мин,112400.0000000
20/11/18 - Мин,112440.0000000
20/11/18 - Мин,112450.0000000
20/11/18 - Мин,112420.0000000
20/11/18 - Мин,112330.0000000
20/11/18 - Мин,112360.0000000
20/11/18 - Мин,112370.0000000
20/11/18 - Мин,112360.0000000
20/11/18 - Мин,112450.0000000
20/11/18 - Мин,112400.0000000
20/11/18 - Мин,112500.0000000
20/11/18 - Мин,112450.0000000
20/11/18 - Мин,112450.0000000
20/11/18 - Мин,112420.0000000
20/11/18 - Мин,112460.0000000
20/11/18 - Мин,112500.0000000
20/11/18 - Мин,112550.0000000
20/11/18 - Мин,112570.0000000
20/11/18 - Мин,112500.0000000
20/11/18 - Мин,112460.0000000
20/11/18 - Мин,112480.0000000
20/11/18 - Мин,112400.0000000
20/11/18 - Мин,112420.0000000
20/11/18 - Мин,112460.0000000
20/11/18 - Мин,112510.0000000
20/11/18 - Мин,112610.0000000
20/11/18 - Мин,112660.0000000
20/11/18 - Мин,112650.0000000
20/11/18 - Мин,112690.0000000
20/11/18 - Мин,112650.0000000
20/11/18 - Мин,112640.0000000
20/11/18 - Мин,112670.0000000
20/11/18 - Мин,112660.0000000
20/11/18 - Мин,112640.0000000
20/11/18 - Мин,112620.0000000
20/11/18 - Мин,112580.0000000
20/11/18 - Мин,112570.0000000
20/11/18 - Мин,112540.0000000
20/11/18 - Мин,112510.0000000
20/11/18 - Мин,112520.0000000
20/11/18 - Мин,112460.0000000
20/11/18 - Мин,112480.0000000
20/11/18 - Мин,112480.0000000
20/11/18 - Мин,112470.0000000
20/11/18 - Мин,112500.0000000
20/11/18 - Мин,112470.0000000
20/11/18 - Мин,112450.0000000
20/11/18 - Мин,112440.0000000
20/11/18 - Мин,112470.0000000
20/11/18 - Мин,112490.0000000
20/11/18 - Мин,112420.0000000
20/11/18 - Мин,112440.0000000
20/11/18 - Мин,112430.0000000
20/11/18 - Мин,112420.0000000
20/11/18 - Мин,112500.0000000
20/11/18 - Мин,112470.0000000
20/11/18 - Мин,112430.0000000
20/11/18 - Мин,112400.0000000
20/11/18 - Мин,112400.0000000
20/11/18 - Мин,112450.0000000
20/11/18 - Мин,112450.0000000
20/11/18 - Мин,112430.0000000
20/11/18 - Мин,112440.0000000
20/11/18 - Мин,112480.0000000
20/11/18 - Мин,112460.0000000
20/11/18 - Мин,112470.0000000
20/11/18 - Мин,112450.0000000
20/11/18 - Мин,112460.0000000
20/11/18 - Мин,112450.0000000
20/11/18 - Мин,112420.0000000
20/11/18 - Мин,112460.0000000
20/11/18 - Мин,112620.0000000
20/11/18 - Мин,112620.0000000
20/11/18 - Мин,112620.0000000
20/11/18 - Мин,112750.0000000
20/11/18 - Мин,112750.0000000
20/11/18 - Мин,112770.0000000
20/11/18 - Мин,112740.0000000
20/11/18 - Мин,112740.0000000
20/11/18 - Мин,112730.0000000
20/11/18 - Мин,112720.0000000
20/11/18 - Мин,112740.0000000
20/11/18 - Мин,112810.0000000
20/11/18 - Мин,112790.0000000
20/11/18 - Мин,112730.0000000
20/11/18 - Мин,112700.0000000
20/11/18 - Мин,112660.0000000
20/11/18 - Мин,112650.0000000
20/11/18 - Мин,112640.0000000
20/11/18 - Мин,112660.0000000
20/11/18 - Мин,112710.0000000
20/11/18 - Мин,112780.0000000
20/11/18 - Мин,112800.0000000
20/11/18 - Мин,112780.0000000
20/11/18 - Мин,112830.0000000
20/11/18 - Мин,112810.0000000
20/11/18 - Мин,112790.0000000
20/11/18 - Мин,112770.0000000
20/11/18 - Мин,112780.0000000
20/11/18 - Мин,112870.0000000
20/11/18 - Мин,112830.0000000
20/11/18 - Мин,112850.0000000
20/11/18 - Мин,112830.0000000
20/11/18 - Мин,112870.0000000
20/11/18 - Мин,112840.0000000
20/11/18 - Мин,112800.0000000
20/11/18 - Мин,112810.0000000
20/11/18 - Мин,112790.0000000
20/11/18 - Мин,112760.0000000
20/11/18 - Мин,112750.0000000
20/11/18 - Мин,112760.0000000
20/11/18 - Мин,112730.0000000
20/11/18 - Мин,112730.0000000
20/11/18 - Мин,112830.0000000
20/11/18 - Мин,112840.0000000
20/11/18 - Мин,112820.0000000
20/11/18 - Мин,112840.0000000
20/11/18 - Мин,112930.0000000
20/11/18 - Мин,112810.0000000
20/11/18 - Мин,112830.0000000
20/11/18 - Мин,112830.0000000
20/11/18 - Мин,112860.0000000
20/11/18 - Мин,112860.0000000
20/11/18 - Мин,112870.0000000
20/11/18 - Мин,112900.0000000
20/11/18 - Мин,112890.0000000
20/11/18 - Мин,112870.0000000
20/11/18 - Мин,112850.0000000
20/11/18 - Мин,112850.0000000
20/11/18 - Мин,112850.0000000
20/11/18 - Мин,112760.0000000
20/11/18 - Мин,112780.0000000
20/11/18 - Мин,112770.0000000
20/11/18 - Мин,112760.0000000
20/11/18 - Мин,112760.0000000
20/11/18 - Мин,112750.0000000
20/11/18 - Мин,112710.0000000
20/11/18 - Мин,112670.0000000
20/11/18 - Мин,112760.0000000
20/11/18 - Мин,112760.0000000
20/11/18 - Мин,112800.0000000
20/11/18 - Мин,112830.0000000
20/11/18 - Мин,112910.0000000
20/11/18 - Мин,112910.0000000
20/11/18 - Мин,112920.0000000
20/11/18 - Мин,112910.0000000
20/11/18 - Мин,112880.0000000
20/11/18 - Мин,112880.0000000
20/11/18 - Мин,112870.0000000
20/11/18 - Мин,112920.0000000
20/11/18 - Мин,112990.0000000
20/11/18 - Мин,113050.0000000
20/11/18 - Мин,113090.0000000
20/11/18 - Мин,113100.0000000
20/11/18 - Мин,113050.0000000
20/11/18 - Мин,113060.0000000
20/11/18 - Мин,113030.0000000
20/11/18 - Мин,113030.0000000
20/11/18 - Мин,113040.0000000
20/11/18 - Мин,113080.0000000
20/11/18 - Мин,113230.0000000
20/11/18 - Мин,113210.0000000
20/11/18 - Мин,113320.0000000
20/11/18 - Мин,113300.0000000
20/11/18 - Мин,113280.0000000
20/11/18 - Мин,113250.0000000
20/11/18 - Мин,113280.0000000
20/11/18 - Мин,113250.0000000
20/11/18 - Мин,113180.0000000
20/11/18 - Мин,113160.0000000
20/11/18 - Мин,113160.0000000
20/11/18 - Мин,113160.0000000
20/11/18 - Мин,113120.0000000
20/11/18 - Мин,113130.0000000
20/11/18 - Мин,113120.0000000
20/11/18 - Мин,113150.0000000
20/11/18 - Мин,113140.0000000
20/11/18 - Мин,113130.0000000
20/11/18 - Мин,113120.0000000
20/11/18 - Мин,113110.0000000
20/11/18 - Мин,113090.0000000
20/11/18 - Мин,113070.0000000
20/11/18 - Мин,113100.0000000
20/11/18 - Мин,113100.0000000
20/11/18 - Мин,113070.0000000
20/11/18 - Мин,113060.0000000
20/11/18 - Мин,113040.0000000
20/11/18 - Мин,113110.0000000
20/11/18 - Мин,113110.0000000
20/11/18 - Мин,113150.0000000
20/11/18 - Мин,113140.0000000
20/11/18 - Мин,113090.0000000
20/11/18 - Мин,113080.0000000
20/11/18 - Мин,113040.0000000
20/11/18 - Мин,113050.0000000
20/11/18 - Мин,113050.0000000
20/11/18 - Мин,113060.0000000
20/11/18 - Мин,113040.0000000
20/11/18 - Мин,113050.0000000
20/11/18 - Мин,113070.0000000
20/11/18 - Мин,113120.0000000
20/11/18 - Мин,113110.0000000
20/11/18 - Мин,113180.0000000
20/11/18 - Мин,113190.0000000
20/11/18 - Мин,113190.0000000
20/11/18 - Мин,113150.0000000
20/11/18 - Мин,113180.0000000
20/11/18 - Мин,113230.0000000
20/11/18 - Мин,113200.0000000
20/11/18 - Мин,113170.0000000
20/11/18 - Мин,113170.0000000
20/11/18 - Мин,113160.0000000
20/11/18 - Мин,113110.0000000
20/11/18 - Мин,113100.0000000
20/11/18 - Мин,113140.0000000
20/11/18 - Мин,113150.0000000
20/11/18 - Мин,113110.0000000
20/11/18 - Мин,113080.0000000
20/11/18 - Мин,113070.0000000
20/11/18 - Мин,113070.0000000
20/11/18 - Мин,113100.0000000
20/11/18 - Мин,113070.0000000
20/11/18 - Мин,113060.0000000
20/11/18 - Мин,113030.0000000
20/11/18 - Мин,112940.0000000
20/11/18 - Мин,112940.0000000
20/11/18 - Мин,112950.0000000
20/11/18 - Мин,112990.0000000
20/11/18 - Мин,113000.0000000
20/11/18 - Мин,112990.0000000
20/11/18 - Мин,112990.0000000
20/11/18 - Мин,112970.0000000
20/11/18 - Мин,112970.0000000
20/11/18 - Мин,113000.0000000
20/11/18 - Мин,113000.0000000
20/11/18 - Мин,112990.0000000
20/11/18 - Мин,112970.0000000
20/11/18 - Мин,112970.0000000
20/11/18 - Мин,112880.0000000
20/11/18 - Мин,112870.0000000
20/11/18 - Мин,112880.0000000
20/11/18 - Мин,112720.0000000
20/11/18 - Мин,112700.0000000
20/11/18 - Мин,112720.0000000
20/11/18 - Мин,112770.0000000
20/11/18 - Мин,112740.0000000
20/11/18 - Мин,112800.0000000
20/11/18 - Мин,112780.0000000
20/11/18 - Мин,112750.0000000
20/11/18 - Мин,112720.0000000
20/11/18 - Мин,112680.0000000
20/11/18 - Мин,112700.0000000
20/11/18 - Мин,112710.0000000
20/11/18 - Мин,112690.0000000
20/11/18 - Мин,112600.0000000
20/11/18 - Мин,112440.0000000
20/11/18 - Мин,112470.0000000
20/11/18 - Мин,112480.0000000
20/11/18 - Мин,112430.0000000
20/11/18 - Мин,112460.0000000
20/11/18 - Мин,112460.0000000
20/11/18 - Мин,112400.0000000
20/11/18 - Мин,112400.0000000
20/11/18 - Мин,112400.0000000
20/11/18 - Мин,112400.0000000
20/11/18 - Мин,112320.0000000
20/11/18 - Мин,112240.0000000
20/11/18 - Мин,112080.0000000
20/11/18 - Мин,112040.0000000
20/11/18 - Мин,112050.0000000
20/11/18 - Мин,112050.0000000
20/11/18 - Мин,111990.0000000
20/11/18 - Мин,111970.0000000
20/11/18 - Мин,111960.0000000
20/11/18 - Мин,111910.0000000
20/11/18 - Мин,111950.0000000
20/11/18 - Мин,111940.0000000
20/11/18 - Мин,111950.0000000
20/11/18 - Мин,111940.0000000
20/11/18 - Мин,111960.0000000
20/11/18 - Мин,111930.0000000
20/11/18 - Мин,112010.0000000
20/11/18 - Мин,112000.0000000
20/11/18 - Мин,111940.0000000
20/11/18 - Мин,111900.0000000
20/11/18 - Мин,111850.0000000
20/11/18 - Мин,111770.0000000
20/11/18 - Мин,111800.0000000
20/11/18 - Мин,111830.0000000
20/11/18 - Мин,111820.0000000
20/11/18 - Мин,111780.0000000
20/11/18 - Мин,111750.0000000
20/11/18 - Мин,111660.0000000
20/11/18 - Мин,111640.0000000
20/11/18 - Мин,111640.0000000
20/11/18 - Мин,111670.0000000
20/11/18 - Мин,111710.0000000
20/11/18 - Мин,111670.0000000
20/11/18 - Мин,111620.0000000
20/11/18 - Мин,111650.0000000
20/11/18 - Мин,111640.0000000
20/11/18 - Мин,111710.0000000
20/11/18 - Мин,111770.0000000
20/11/18 - Мин,111810.0000000
20/11/18 - Мин,111810.0000000
20/11/18 - Мин,111780.0000000
20/11/18 - Мин,111720.0000000
20/11/18 - Мин,111630.0000000
20/11/18 - Мин,111640.0000000
20/11/18 - Мин,111680.0000000
20/11/18 - Мин,111700.0000000
20/11/18 - Мин,111750.0000000
20/11/18 - Мин,111770.0000000
20/11/18 - Мин,111780.0000000
20/11/18 - Мин,111730.0000000
20/11/18 - Мин,111730.0000000
20/11/18 - Мин,111720.0000000
20/11/18 - Мин,111790.0000000
20/11/18 - Мин,111790.0000000
20/11/18 - Мин,111780.0000000
20/11/18 - Мин,111860.0000000
20/11/18 - Мин,111810.0000000
20/11/18 - Мин,111790.0000000
20/11/18 - Мин,111760.0000000
20/11/18 - Мин,111760.0000000
20/11/18 - Мин,111830.0000000
20/11/18 - Мин,111830.0000000
20/11/18 - Мин,111850.0000000
20/11/18 - Мин,111850.0000000
20/11/18 - Мин,111810.0000000
20/11/18 - Мин,111850.0000000
20/11/18 - Мин,111850.0000000
20/11/18 - Мин,111810.0000000
20/11/18 - Мин,111810.0000000
20/11/18 - Мин,111720.0000000
20/11/18 - Мин,111710.0000000
20/11/18 - Мин,111710.0000000
20/11/18 - Мин,111680.0000000
20/11/18 - Мин,111570.0000000
20/11/18 - Мин,111470.0000000
20/11/18 - Мин,111440.0000000
20/11/18 - Мин,111350.0000000
20/11/18 - Мин,111160.0000000
20/11/18 - Мин,111130.0000000
20/11/18 - Мин,111200.0000000
20/11/18 - Мин,111210.0000000
20/11/18 - Мин,111170.0000000
20/11/18 - Мин,111220.0000000
20/11/18 - Мин,111220.0000000
20/11/18 - Мин,111220.0000000
20/11/18 - Мин,111170.0000000
20/11/18 - Мин,111010.0000000
20/11/18 - Мин,110990.0000000
20/11/18 - Мин,110900.0000000
20/11/18 - Мин,110750.0000000
20/11/18 - Мин,110750.0000000
20/11/18 - Мин,110710.0000000
20/11/18 - Мин,110670.0000000
20/11/18 - Мин,110640.0000000
20/11/18 - Мин,110600.0000000
20/11/18 - Мин,110600.0000000
20/11/18 - Мин,110550.0000000
20/11/18 - Мин,110550.0000000
20/11/18 - Мин,110670.0000000
20/11/18 - Мин,110720.0000000
20/11/18 - Мин,110710.0000000
20/11/18 - Мин,110740.0000000
20/11/18 - Мин,110760.0000000
20/11/18 - Мин,110720.0000000
20/11/18 - Мин,110760.0000000
20/11/18 - Мин,110770.0000000
20/11/18 - Мин,110790.0000000
20/11/18 - Мин,110880.0000000
20/11/18 - Мин,110860.0000000
20/11/18 - Мин,110890.0000000
20/11/18 - Мин,110820.0000000
20/11/18 - Мин,110830.0000000
20/11/18 - Мин,110960.0000000
20/11/18 - Мин,111060.0000000
20/11/18 - Мин,111050.0000000
20/11/18 - Мин,111010.0000000
20/11/18 - Мин,111060.0000000
20/11/18 - Мин,111080.0000000
20/11/18 - Мин,111120.0000000
20/11/18 - Мин,111230.0000000
20/11/18 - Мин,111270.0000000
20/11/18 - Мин,111270.0000000
20/11/18 - Мин,111320.0000000
20/11/18 - Мин,111420.0000000
20/11/18 - Мин,111430.0000000
20/11/18 - Мин,111400.0000000
20/11/18 - Мин,111570.0000000
20/11/18 - Мин,111490.0000000
20/11/18 - Мин,111380.0000000
20/11/18 - Мин,111320.0000000
20/11/18 - Мин,111290.0000000
20/11/18 - Мин,111310.0000000
20/11/18 - Мин,111450.0000000
20/11/18 - Мин,111560.0000000
20/11/18 - Мин,111620.0000000
20/11/18 - Мин,111680.0000000
20/11/18 - Мин,111690.0000000
20/11/18 - Мин,111780.0000000
20/11/18 - Мин,111740.0000000
20/11/18 - Мин,111640.0000000
20/11/18 - Мин,111600.0000000
20/11/18 - Мин,111500.0000000
20/11/18 - Мин,111360.0000000
20/11/18 - Мин,111340.0000000
20/11/18 - Мин,111310.0000000
20/11/18 - Мин,111270.0000000
20/11/18 - Мин,111250.0000000
20/11/18 - Мин,111290.0000000
20/11/18 - Мин,111300.0000000
20/11/18 - Мин,111340.0000000
20/11/18 - Мин,111330.0000000
20/11/18 - Мин,111240.0000000
20/11/18 - Мин,111180.0000000
20/11/18 - Мин,111090.0000000
20/11/18 - Мин,111020.0000000
20/11/18 - Мин,111070.0000000
20/11/18 - Мин,111040.0000000
20/11/18 - Мин,111030.0000000
20/11/18 - Мин,111020.0000000
20/11/18 - Мин,110970.0000000
20/11/18 - Мин,111000.0000000
20/11/18 - Мин,110950.0000000
20/11/18 - Мин,111080.0000000
20/11/18 - Мин,111120.0000000
20/11/18 - Мин,111150.0000000
20/11/18 - Мин,111190.0000000
20/11/18 - Мин,111190.0000000
20/11/18 - Мин,111210.0000000
20/11/18 - Мин,111280.0000000
20/11/18 - Мин,111300.0000000
20/11/18 - Мин,111300.0000000
20/11/18 - Мин,111300.0000000
20/11/18 - Мин,111290.0000000
20/11/18 - Мин,111280.0000000
20/11/18 - Мин,111280.0000000
20/11/18 - Мин,111240.0000000
20/11/18 - Мин,111210.0000000
20/11/18 - Мин,111140.0000000
20/11/18 - Мин,111120.0000000
20/11/18 - Мин,111090.0000000
20/11/18 - Мин,111160.0000000
20/11/18 - Мин,111370.0000000
20/11/18 - Мин,111430.0000000
20/11/18 - Мин,111430.0000000
20/11/18 - Мин,111390.0000000
20/11/18 - Мин,111320.0000000
20/11/18 - Мин,111350.0000000
20/11/18 - Мин,111370.0000000
20/11/18 - Мин,111290.0000000
20/11/18 - Мин,111300.0000000
20/11/18 - Мин,111400.0000000
20/11/18 - Мин,111370.0000000
20/11/18 - Мин,111280.0000000
20/11/18 - Мин,111160.0000000
20/11/18 - Мин,111130.0000000
20/11/18 - Мин,111200.0000000
20/11/18 - Мин,111150.0000000
20/11/18 - Мин,111110.0000000
20/11/18 - Мин,111180.0000000
20/11/18 - Мин,111160.0000000
20/11/18 - Мин,111110.0000000
20/11/18 - Мин,111090.0000000
20/11/18 - Мин,111110.0000000
20/11/18 - Мин,111110.0000000
20/11/18 - Мин,111050.0000000
20/11/18 - Мин,111010.0000000
20/11/18 - Мин,111020.0000000
20/11/18 - Мин,111000.0000000
20/11/18 - Мин,110980.0000000
20/11/18 - Мин,111020.0000000
20/11/18 - Мин,111060.0000000
20/11/18 - Мин,111100.0000000
20/11/18 - Мин,111060.0000000
20/11/18 - Мин,111090.0000000
20/11/18 - Мин,111110.0000000
20/11/18 - Мин,111060.0000000
20/11/18 - Мин,111110.0000000
20/11/18 - Мин,111070.0000000
20/11/18 - Мин,111080.0000000
20/11/18 - Мин,111070.0000000
20/11/18 - Мин,111030.0000000
20/11/18 - Мин,111040.0000000
20/11/18 - Мин,111050.0000000
20/11/18 - Мин,111050.0000000
20/11/18 - Мин,111020.0000000
20/11/18 - Мин,110940.0000000
20/11/18 - Мин,110910.0000000
20/11/18 - Мин,110950.0000000
20/11/18 - Мин,110980.0000000
20/11/18 - Мин,110970.0000000
20/11/18 - Мин,110900.0000000
20/11/18 - Мин,110820.0000000
20/11/18 - Мин,110780.0000000
20/11/18 - Мин,110730.0000000
20/11/18 - Мин,110790.0000000
20/11/18 - Мин,110790.0000000
20/11/18 - Мин,110760.0000000
20/11/18 - Мин,110800.0000000
20/11/18 - Мин,110900.0000000
20/11/18 - Мин,111000.0000000
20/11/18 - Мин,110980.0000000
20/11/18 - Мин,110950.0000000
20/11/18 - Мин,110850.0000000
20/11/18 - Мин,110760.0000000
20/11/18 - Мин,110750.0000000
20/11/18 - Мин,110740.0000000
20/11/18 - Мин,110670.0000000
20/11/18 - Мин,110720.0000000
20/11/18 - Мин,110700.0000000
20/11/18 - Мин,110610.0000000
20/11/18 - Мин,110590.0000000
20/11/18 - Мин,110730.0000000
20/11/18 - Мин,110740.0000000
20/11/18 - Мин,110690.0000000
20/11/18 - Мин,110680.0000000
20/11/18 - Мин,110700.0000000
20/11/18 - Мин,110680.0000000
20/11/18 - Мин,110700.0000000
20/11/18 - Мин,110660.0000000
20/11/18 - Мин,110630.0000000
20/11/18 - Мин,110700.0000000
20/11/18 - Мин,110670.0000000
20/11/18 - Мин,110550.0000000
20/11/18 - Мин,110560.0000000
20/11/18 - Мин,110540.0000000
20/11/18 - Мин,110510.0000000
20/11/18 - Мин,110430.0000000
20/11/18 - Мин,110460.0000000
20/11/18 - Мин,110370.0000000
20/11/18 - Мин,110350.0000000
20/11/18 - Мин,110310.0000000
20/11/18 - Мин,110300.0000000
20/11/18 - Мин,110480.0000000
20/11/18 - Мин,110530.0000000
20/11/18 - Мин,110510.0000000
20/11/18 - Мин,110530.0000000
20/11/18 - Мин,110500.0000000
20/11/18 - Мин,110510.0000000
20/11/18 - Мин,110560.0000000
20/11/18 - Мин,110590.0000000
20/11/18 - Мин,110580.0000000
20/11/18 - Мин,110550.0000000
20/11/18 - Мин,110390.0000000
20/11/18 - Мин,110370.0000000
20/11/18 - Мин,110340.0000000
20/11/18 - Мин,110350.0000000
20/11/18 - Мин,110360.0000000
20/11/18 - Мин,110430.0000000
20/11/18 - Мин,110440.0000000
20/11/18 - Мин,110480.0000000
20/11/18 - Мин,110480.0000000
20/11/18 - Мин,110410.0000000
20/11/18 - Мин,110370.0000000
20/11/18 - Мин,110310.0000000
20/11/18 - Мин,110300.0000000
20/11/18 - Мин,110390.0000000
20/11/18 - Мин,110370.0000000
20/11/18 - Мин,110340.0000000
20/11/18 - Мин,110360.0000000
20/11/18 - Мин,110320.0000000
20/11/18 - Мин,110410.0000000
20/11/18 - Мин,110310.0000000
20/11/18 - Мин,110360.0000000
20/11/18 - Мин,110300.0000000
20/11/18 - Мин,110290.0000000
20/11/18 - Мин,110310.0000000
20/11/18 - Мин,110260.0000000
20/11/18 - Мин,110260.0000000
20/11/18 - Мин,110250.0000000
20/11/18 - Мин,110320.0000000
20/11/18 - Мин,110320.0000000
20/11/18 - Мин,110270.0000000
20/11/18 - Мин,110220.0000000
20/11/18 - Мин,110270.0000000
20/11/18 - Мин,110330.0000000
20/11/18 - Мин,110280.0000000
20/11/18 - Мин,110360.0000000
20/11/18 - Мин,110430.0000000
20/11/18 - Мин,110440.0000000
20/11/18 - Мин,110430.0000000
20/11/18 - Мин,110470.0000000
20/11/18 - Мин,110480.0000000
20/11/18 - Мин,110430.0000000
20/11/18 - Мин,110410.0000000
20/11/18 - Мин,110400.0000000
20/11/18 - Мин,110370.0000000
20/11/18 - Мин,110360.0000000
20/11/18 - Мин,110380.0000000
20/11/18 - Мин,110300.0000000
20/11/18 - Мин,110360.0000000
20/11/18 - Мин,110370.0000000
20/11/18 - Мин,110450.0000000
20/11/18 - Мин,110450.0000000
20/11/18 - Мин,110390.0000000
20/11/18 - Мин,110310.0000000
20/11/18 - Мин,110300.0000000
20/11/18 - Мин,110350.0000000
20/11/18 - Мин,110320.0000000
20/11/18 - Мин,110440.0000000
20/11/18 - Мин,110430.0000000
20/11/18 - Мин,110460.0000000
20/11/18 - Мин,110460.0000000
20/11/18 - Мин,110440.0000000
20/11/18 - Мин,110400.0000000
20/11/18 - Мин,110420.0000000
20/11/18 - Мин,110390.0000000
20/11/18 - Мин,110370.0000000
20/11/18 - Мин,110370.0000000
20/11/18 - Мин,110310.0000000
20/11/18 - Мин,110260.0000000
20/11/18 - Мин,110220.0000000
20/11/18 - Мин,110210.0000000
20/11/18 - Мин,110220.0000000
20/11/18 - Мин,110220.0000000
20/11/18 - Мин,110220.0000000
20/11/18 - Мин,110220.0000000
20/11/18 - Мин,110250.0000000
20/11/18 - Мин,110250.0000000
20/11/18 - Мин,110300.0000000
20/11/18 - Мин,110270.0000000
20/11/18 - Мин,110220.0000000
20/11/18 - Мин,110190.0000000
20/11/18 - Мин,110180.0000000
20/11/18 - Мин,110170.0000000
20/11/18 - Мин,110220.0000000
20/11/18 - Мин,110230.0000000
20/11/18 - Мин,110290.0000000
20/11/18 - Мин,110330.0000000
20/11/18 - Мин,110240.0000000
20/11/18 - Мин,110210.0000000
20/11/18 - Мин,110130.0000000
20/11/18 - Мин,110100.0000000
20/11/18 - Мин,110090.0000000
20/11/18 - Мин,110120.0000000
20/11/18 - Мин,110140.0000000
20/11/18 - Мин,110120.0000000
20/11/18 - Мин,110120.0000000
20/11/18 - Мин,110220.0000000
20/11/18 - Мин,110220.0000000
20/11/18 - Мин,110170.0000000
20/11/18 - Мин,110170.0000000
20/11/18 - Мин,110250.0000000
20/11/18 - Мин,110260.0000000
20/11/18 - Мин,110280.0000000
20/11/18 - Мин,110250.0000000
20/11/18 - Мин,110230.0000000
20/11/18 - Мин,110280.0000000
20/11/18 - Мин,110300.0000000
20/11/18 - Мин,110280.0000000
20/11/18 - Мин,110230.0000000
20/11/18 - Мин,110240.0000000
20/11/18 - Мин,110250.0000000
20/11/18 - Мин,110200.0000000
20/11/18 - Мин,110270.0000000
20/11/18 - Мин,110370.0000000
20/11/18 - Мин,110360.0000000
20/11/18 - Мин,110350.0000000
20/11/18 - Мин,110340.0000000
20/11/18 - Мин,110400.0000000
20/11/18 - Мин,110410.0000000
20/11/18 - Мин,110410.0000000
20/11/18 - Мин,110530.0000000
20/11/18 - Мин,110540.0000000
20/11/18 - Мин,110510.0000000
20/11/18 - Мин,110460.0000000
20/11/18 - Мин,110490.0000000
20/11/18 - Мин,110460.0000000
20/11/18 - Мин,110430.0000000
20/11/18 - Мин,110460.0000000
20/11/18 - Мин,110420.0000000
20/11/18 - Мин,110350.0000000
20/11/18 - Мин,110330.0000000
20/11/18 - Мин,110390.0000000
20/11/18 - Мин,110400.0000000
20/11/18 - Мин,110360.0000000
20/11/18 - Мин,110320.0000000
20/11/18 - Макс,113010.0000000
20/11/18 - Макс,113110.0000000
20/11/18 - Макс,113110.0000000
20/11/18 - Макс,113080.0000000
20/11/18 - Макс,113050.0000000
20/11/18 - Макс,112930.0000000
20/11/18 - Макс,112910.0000000
20/11/18 - Макс,112960.0000000
20/11/18 - Макс,112960.0000000
20/11/18 - Макс,112920.0000000
20/11/18 - Макс,112910.0000000
20/11/18 - Макс,112890.0000000
20/11/18 - Макс,112930.0000000
20/11/18 - Макс,112980.0000000
20/11/18 - Макс,112910.0000000
20/11/18 - Макс,112870.0000000
20/11/18 - Макс,112920.0000000
20/11/18 - Макс,113000.0000000
20/11/18 - Макс,113000.0000000
20/11/18 - Макс,113010.0000000
20/11/18 - Макс,113010.0000000
20/11/18 - Макс,112930.0000000
20/11/18 - Макс,112950.0000000
20/11/18 - Макс,112950.0000000
20/11/18 - Макс,112970.0000000
20/11/18 - Макс,112900.0000000
20/11/18 - Макс,112930.0000000
20/11/18 - Макс,112950.0000000
20/11/18 - Макс,112960.0000000
20/11/18 - Макс,112950.0000000
20/11/18 - Макс,112950.0000000
20/11/18 - Макс,113010.0000000
20/11/18 - Макс,113010.0000000
20/11/18 - Макс,113100.0000000
20/11/18 - Макс,113090.0000000
20/11/18 - Макс,113090.0000000
20/11/18 - Макс,113030.0000000
20/11/18 - Макс,113020.0000000
20/11/18 - Макс,113050.0000000
20/11/18 - Макс,113050.0000000
20/11/18 - Макс,113020.0000000
20/11/18 - Макс,112950.0000000
20/11/18 - Макс,112890.0000000
20/11/18 - Макс,112920.0000000
20/11/18 - Макс,112950.0000000
20/11/18 - Макс,112990.0000000
20/11/18 - Макс,112880.0000000
20/11/18 - Макс,112840.0000000
20/11/18 - Макс,112840.0000000
20/11/18 - Макс,112830.0000000
20/11/18 - Макс,112760.0000000
20/11/18 - Макс,112730.0000000
20/11/18 - Макс,112760.0000000
20/11/18 - Макс,112700.0000000
20/11/18 - Макс,112690.0000000
20/11/18 - Макс,112520.0000000
20/11/18 - Макс,112540.0000000
20/11/18 - Макс,112540.0000000
20/11/18 - Макс,112520.0000000
20/11/18 - Макс,112560.0000000
20/11/18 - Макс,112550.0000000
20/11/18 - Макс,112610.0000000
20/11/18 - Макс,112630.0000000
20/11/18 - Макс,112660.0000000
20/11/18 - Макс,112640.0000000
20/11/18 - Макс,112510.0000000
20/11/18 - Макс,112410.0000000
20/11/18 - Макс,112480.0000000
20/11/18 - Макс,112570.0000000
20/11/18 - Макс,112480.0000000
20/11/18 - Макс,112500.0000000
20/11/18 - Макс,112500.0000000
20/11/18 - Макс,112510.0000000
20/11/18 - Макс,112500.0000000
20/11/18 - Макс,112530.0000000
20/11/18 - Макс,112620.0000000
20/11/18 - Макс,112630.0000000
20/11/18 - Макс,112630.0000000
20/11/18 - Макс,112740.0000000
